Run Beam Mode DLY | iEta iPhi Imon VDrift Gain f_Ar f_CO f_CF4 | IPreAmpI IPreAmpF IPreAmpO IShaper IShaperFeed IComp MSPL Lat Thresh | Sigma_Histo Sigma_Gaus Sigma_Cont Sigma_Num | Pk1_Pos Pk1_Int Pk2_Pos Pk2_Int Pk3_Pos Pk3_Int
1752 211 1 20.00 |  5 2 700.00 3290.70 788.89 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  27.81 -1.00 -1.00 -1.00 |  302.50 707.00 326.50 334.00 279.50 325.00
1753 211 1 24.00 |  5 2 700.00 3290.70 788.89 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  34.87 -1.00 -1.00 -1.00 |  306.50 652.00 283.50 401.00 330.50 277.00
1754 211 1 0.00 |  5 2 720.00 3384.72 1408.00 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  37.86 -1.00 -1.00 -1.00 |  307.50 1999.00 284.50 845.00 331.50 615.00
1755 211 1 4.00 |  5 2 720.00 3384.72 1408.00 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  31.55 -1.00 -1.00 -1.00 |  311.50 1984.00 287.50 1051.00 334.50 479.00
1756 211 1 8.00 |  5 2 720.00 3384.72 1408.00 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  36.42 -1.00 -1.00 -1.00 |  315.50 1730.00 291.50 1367.00 338.50 300.00
1757 211 1 12.00 |  5 2 720.00 3384.72 1408.00 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  29.84 -1.00 -1.00 -1.00 |  295.50 1526.00 318.50 1519.00 271.50 220.00
1758 211 1 16.00 |  5 2 720.00 3384.72 1408.00 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  36.51 -1.00 -1.00 -1.00 |  299.50 1711.00 322.50 1250.00 275.50 397.00
1759 211 1 20.00 |  5 2 720.00 3384.72 1408.00 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  38.05 -1.00 -1.00 -1.00 |  302.50 1898.00 326.50 943.00 279.50 551.00
1760 211 1 24.00 |  5 2 720.00 3384.72 1408.00 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  34.58 -1.00 -1.00 -1.00 |  306.50 1947.00 283.50 750.00 330.50 668.00
1770 13 1 16.00 |  5 2 680.00 3196.68 442.01 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  18.39 -1.00 -1.00 -1.00 |  299.50 254.00 322.50 142.00 275.50 119.00
1771 13 1 20.00 |  5 2 680.00 3196.68 442.01 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  19.66 -1.00 -1.00 -1.00 |  302.50 220.00 279.50 145.00 326.50 134.00
1774 13 1 24.00 |  5 2 680.00 3196.68 442.01 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  19.10 -1.00 -1.00 -1.00 |  306.50 193.00 283.50 145.00 330.50 80.00
1776 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 30 4 -1 1.20 |  11.55 11.35 8.74 9.03 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1780 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 40 4 -1 1.20 |  10.88 10.62 7.84 8.15 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1784 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 50 4 -1 1.20 |  11.03 10.66 7.84 8.34 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1788 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 60 4 -1 1.20 |  10.77 10.53 7.68 8.00 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1792 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 70 4 -1 1.20 |  10.70 10.54 7.70 7.90 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1796 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 80 4 -1 1.20 |  10.63 10.44 7.52 7.81 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1800 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 90 4 -1 1.20 |  10.80 10.63 7.73 8.04 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1804 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 100 4 -1 1.20 |  10.65 10.40 7.52 7.83 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1808 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 110 4 -1 1.20 |  10.70 10.46 7.55 7.90 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1812 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 120 4 -1 1.20 |  11.12 10.50 7.59 8.46 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1816 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 130 4 -1 1.20 |  10.97 10.46 7.58 8.26 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1820 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 140 4 -1 1.20 |  12.04 10.33 7.39 9.64 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1824 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  10.67 10.40 7.53 7.86 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1828 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  10.44 10.29 7.28 7.55 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1832 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  10.66 10.48 7.58 7.85 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1836 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  10.70 10.45 7.62 7.90 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1840 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  10.62 10.42 7.53 7.79 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1844 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  10.70 10.55 7.65 7.90 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1848 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  10.52 10.33 7.42 7.65 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1852 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  10.67 10.44 7.57 7.86 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1856 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  10.63 10.32 7.41 7.80 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1860 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  10.75 10.50 7.58 7.96 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1864 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  10.65 10.40 7.48 7.83 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1868 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  30.51 10.61 7.78 29.63 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1872 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  31.52 10.59 7.74 30.67 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1876 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  27.50 10.45 7.51 26.53 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1880 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  21.22 10.52 7.62 19.96 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1884 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  10.69 10.32 7.44 7.88 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1888 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  10.63 10.32 7.42 7.81 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1892 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  10.62 10.51 7.61 7.80 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1896 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  10.48 10.44 7.51 7.60 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1900 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  10.63 10.49 7.59 7.81 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1904 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  11.95 11.77 9.27 9.53 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1908 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  14.19 14.05 12.02 12.22 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1912 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 40 -1 -1 -1 -1 4 -1 1.20 |  32.90 10.53 7.54 32.09 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1916 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 50 -1 -1 -1 -1 4 -1 1.20 |  10.70 10.51 7.65 7.90 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1920 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 60 -1 -1 -1 -1 4 -1 1.20 |  10.90 10.74 7.94 8.16 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1924 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 70 -1 -1 -1 -1 4 -1 1.20 |  10.71 10.63 7.78 7.92 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1928 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 80 -1 -1 -1 -1 4 -1 1.20 |  10.88 10.76 8.02 8.14 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1932 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 90 -1 -1 -1 -1 4 -1 1.20 |  10.96 10.84 8.11 8.25 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1936 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 100 -1 -1 -1 -1 4 -1 1.20 |  12.54 11.22 8.53 10.26 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1940 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 110 -1 -1 -1 -1 4 -1 1.20 |  11.02 10.88 8.13 8.33 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1944 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 120 -1 -1 -1 -1 4 -1 1.20 |  11.04 10.87 8.14 8.36 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1948 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 130 -1 -1 -1 -1 4 -1 1.20 |  13.37 11.32 8.69 11.25 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1952 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 140 -1 -1 -1 -1 4 -1 1.20 |  14.09 11.70 9.16 12.11 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1956 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 150 -1 -1 -1 -1 4 -1 1.20 |  15.55 11.50 8.88 13.78 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1960 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | 100 -1 -1 -1 -1 -1 4 -1 1.20 |  14.29 11.51 8.93 12.33 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1964 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | 110 -1 -1 -1 -1 -1 4 -1 1.20 |  13.89 11.47 8.89 11.87 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1968 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | 120 -1 -1 -1 -1 -1 4 -1 1.20 |  14.46 11.42 8.83 12.54 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1972 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | 130 -1 -1 -1 -1 -1 4 -1 1.20 |  14.50 11.41 8.83 12.58 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1976 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | 140 -1 -1 -1 -1 -1 4 -1 1.20 |  13.91 11.19 8.52 11.89 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1980 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | 150 -1 -1 -1 -1 -1 4 -1 1.20 |  14.36 11.31 8.73 12.42 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1984 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | 160 -1 -1 -1 -1 -1 4 -1 1.20 |  13.58 11.26 8.63 11.50 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1988 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | 170 -1 -1 -1 -1 -1 4 -1 1.20 |  13.32 11.12 8.45 11.20 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1992 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | 180 -1 -1 -1 -1 -1 4 -1 1.20 |  13.54 11.30 8.66 11.46 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1996 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | 190 -1 -1 -1 -1 -1 4 -1 1.20 |  13.94 11.01 8.29 11.93 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2000 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | 200 -1 -1 -1 -1 -1 4 -1 1.20 |  14.64 11.28 8.64 12.74 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2004 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | 210 -1 -1 -1 -1 -1 4 -1 1.20 |  14.12 11.43 8.82 12.14 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2008 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | 220 -1 -1 -1 -1 -1 4 -1 1.20 |  14.82 11.31 8.69 12.95 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2012 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 100 -1 -1 -1 4 -1 1.20 |  13.85 11.38 8.78 11.83 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2016 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 110 -1 -1 -1 4 -1 1.20 |  13.31 11.13 8.47 11.18 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2020 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 120 -1 -1 -1 4 -1 1.20 |  13.91 11.46 8.89 11.89 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2024 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 130 -1 -1 -1 4 -1 1.20 |  14.44 11.29 8.65 12.51 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2028 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 140 -1 -1 -1 4 -1 1.20 |  13.69 11.14 8.46 11.63 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2032 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 150 -1 -1 -1 4 -1 1.20 |  14.63 11.41 8.79 12.73 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2036 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 160 -1 -1 -1 4 -1 1.20 |  13.67 11.27 8.65 11.61 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2040 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 170 -1 -1 -1 4 -1 1.20 |  14.31 11.44 8.85 12.36 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2044 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 180 -1 -1 -1 4 -1 1.20 |  14.24 11.32 8.67 12.28 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2048 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 190 -1 -1 -1 4 -1 1.20 |  14.71 11.35 8.73 12.82 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2052 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 200 -1 -1 -1 4 -1 1.20 |  14.06 11.28 8.61 12.07 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2056 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 35 4 -1 1.20 |  14.46 11.86 9.37 12.53 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2060 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 45 4 -1 1.20 |  14.53 11.88 9.38 12.61 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2064 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 55 4 -1 1.20 |  14.74 11.64 9.08 12.86 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2068 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 65 4 -1 1.20 |  14.21 11.37 8.75 12.25 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2072 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  13.74 11.33 8.68 11.70 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2076 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 85 4 -1 1.20 |  13.21 11.37 8.74 11.07 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2080 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 95 4 -1 1.20 |  13.53 11.31 8.68 11.45 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2084 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 105 4 -1 1.20 |  13.85 11.43 8.84 11.82 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2088 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 115 4 -1 1.20 |  14.15 11.71 9.19 12.17 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2092 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 125 4 -1 1.20 |  13.29 11.38 8.72 11.16 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2096 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 135 4 -1 1.20 |  14.56 11.26 8.61 12.64 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2100 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  14.05 11.33 8.71 12.06 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2104 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  14.14 11.36 8.77 12.16 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2108 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  13.88 11.43 8.82 11.85 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2112 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  13.92 11.19 8.52 11.90 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2116 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  14.26 11.27 8.64 12.30 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2120 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  14.09 11.22 8.60 12.10 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2124 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  14.00 11.27 8.64 12.00 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2128 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  14.53 11.29 8.62 12.61 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2132 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  14.45 11.40 8.77 12.52 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
2136 13 0 -1.00 |  5 2 800.00 3760.80 14287.19 45.00 15.00 40.00 | -1 -1 -1 -1 -1 -1 4 -1 1.20 |  14.12 11.37 8.67 12.14 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
