Run Beam Mode DLY | iEta iPhi Imon VDrift Gain f_Ar f_CO f_CF4 | IPreAmpI IPreAmpF IPreAmpO IShaper IShaperFeed IComp MSPL Lat Thresh | Sigma_Histo Sigma_Gaus Sigma_Cont Sigma_Num | Pk1_Pos Pk1_Int Pk2_Pos Pk2_Int Pk3_Pos Pk3_Int
887 211 1 20.00 |  1 2 777.00 3652.68 3490.37 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  47.27 -1.00 -1.00 -1.00 |  325.50 1419.00 301.50 289.00 348.50 220.00
888 211 1 24.00 |  1 2 777.00 3652.68 3490.37 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  20.61 -1.00 -1.00 -1.00 |  328.50 1493.00 305.50 455.00 352.50 152.00
903 211 1 0.00 |  1 2 799.00 3756.10 6292.44 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  49.86 -1.00 -1.00 -1.00 |  330.50 1411.00 353.50 311.00 306.50 105.00
904 211 1 4.00 |  1 2 799.00 3756.10 6292.44 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  42.79 -1.00 -1.00 -1.00 |  333.50 1477.00 310.50 198.00 357.50 170.00
905 211 1 8.00 |  1 2 799.00 3756.10 6292.44 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  36.08 -1.00 -1.00 -1.00 |  337.50 1437.00 314.50 419.00 361.50 79.00
906 211 1 12.00 |  1 2 799.00 3756.10 6292.44 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  47.18 -1.00 -1.00 -1.00 |  341.50 1145.00 317.50 647.00 364.50 32.00
907 211 1 16.00 |  1 2 799.00 3756.10 6292.44 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  45.44 -1.00 -1.00 -1.00 |  321.50 977.00 345.50 834.00 298.50 19.00
908 211 1 20.00 |  1 2 799.00 3756.10 6292.44 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  41.59 -1.00 -1.00 -1.00 |  325.50 1249.00 348.50 542.00 301.50 43.00
909 211 1 24.00 |  1 2 799.00 3756.10 6292.44 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  65.31 -1.00 -1.00 -1.00 |  328.50 1290.00 352.50 305.00 305.50 78.00
910 211 1 0.00 |  1 2 820.00 3854.82 11044.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  60.27 -1.00 -1.00 -1.00 |  330.50 1183.00 353.50 629.00 24.50 22.00
911 211 1 4.00 |  1 2 820.00 3854.82 11044.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  51.44 -1.00 -1.00 -1.00 |  333.50 1447.00 357.50 404.00 310.50 37.00
912 211 1 8.00 |  1 2 820.00 3854.82 11044.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  42.10 -1.00 -1.00 -1.00 |  337.50 1600.00 361.50 174.00 313.50 98.00
913 211 1 12.00 |  1 2 820.00 3854.82 11044.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  39.22 -1.00 -1.00 -1.00 |  341.50 1532.00 317.50 243.00 364.50 77.00
914 211 1 16.00 |  1 2 820.00 3854.82 11044.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  48.06 -1.00 -1.00 -1.00 |  345.50 1402.00 321.50 435.00 368.50 21.00
915 211 1 20.00 |  1 2 820.00 3854.82 11044.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  63.45 -1.00 -1.00 -1.00 |  348.50 1061.00 325.50 725.00 19.50 22.00
916 211 1 24.00 |  1 2 820.00 3854.82 11044.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  50.26 -1.00 -1.00 -1.00 |  329.50 1120.00 352.50 772.00 69.50 16.00
924 13 1 0.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.13 -1.00 -1.00 -1.00 |  353.50 2606.00 330.50 2275.00 306.50 25.00
927 13 1 4.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.62 -1.00 -1.00 -1.00 |  333.50 3223.00 357.50 1634.00 310.50 31.00
930 13 1 8.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  9.33 -1.00 -1.00 -1.00 |  337.50 4051.00 361.50 743.00 314.50 108.00
933 13 1 12.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  7.42 -1.00 -1.00 -1.00 |  341.50 4419.00 364.50 259.00 317.50 228.00
924 13 1 0.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.13 -1.00 -1.00 -1.00 |  353.50 2606.00 330.50 2275.00 306.50 25.00
927 13 1 4.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.62 -1.00 -1.00 -1.00 |  333.50 3223.00 357.50 1634.00 310.50 31.00
930 13 1 8.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  9.33 -1.00 -1.00 -1.00 |  337.50 4051.00 361.50 743.00 314.50 108.00
933 13 1 12.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  7.42 -1.00 -1.00 -1.00 |  341.50 4419.00 364.50 259.00 317.50 228.00
936 211 1 0.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.08 -1.00 -1.00 -1.00 |  353.50 5119.00 330.50 4657.00 306.50 52.00
939 211 1 4.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.78 -1.00 -1.00 -1.00 |  333.50 6149.00 357.50 2598.00 310.50 117.00
942 211 1 8.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  9.63 -1.00 -1.00 -1.00 |  337.50 7977.00 361.50 1476.00 314.50 262.00
945 211 1 12.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  8.09 -1.00 -1.00 -1.00 |  341.50 8617.00 364.50 644.00 317.50 507.00
948 211 1 16.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  8.88 -1.00 -1.00 -1.00 |  345.50 8403.00 321.50 1079.00 368.50 242.00
951 211 1 20.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.67 -1.00 -1.00 -1.00 |  348.50 7304.00 325.50 2352.00 301.50 53.00
954 211 1 24.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.12 -1.00 -1.00 -1.00 |  352.50 5803.00 329.50 3907.00 305.50 58.00
957 211 1 0.00 |  1 2 811.00 3812.51 8678.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.37 -1.00 -1.00 -1.00 |  330.50 6937.00 353.50 2559.00 306.50 216.00
960 211 1 4.00 |  1 2 811.00 3812.51 8678.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.74 -1.00 -1.00 -1.00 |  333.50 7702.00 357.50 1537.00 310.50 473.00
963 211 1 8.00 |  1 2 811.00 3812.51 8678.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.23 -1.00 -1.00 -1.00 |  337.50 7975.00 314.50 985.00 361.50 702.00
966 211 1 12.00 |  1 2 811.00 3812.51 8678.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.97 -1.00 -1.00 -1.00 |  341.50 7322.00 317.50 2034.00 364.50 247.00
969 211 1 16.00 |  1 2 811.00 3812.51 8678.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.19 -1.00 -1.00 -1.00 |  345.50 6025.00 321.50 3374.00 368.50 95.00
972 211 1 20.00 |  1 2 811.00 3812.51 8678.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.28 -1.00 -1.00 -1.00 |  325.50 5013.00 348.50 4197.00 301.50 100.00
975 211 1 24.00 |  1 2 811.00 3812.51 8678.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.80 -1.00 -1.00 -1.00 |  329.50 6410.00 352.50 2746.00 305.50 200.00
978 211 1 0.00 |  1 2 799.00 3756.10 6292.44 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.85 -1.00 -1.00 -1.00 |  330.50 6526.00 353.50 1204.00 306.50 570.00
981 211 1 4.00 |  1 2 799.00 3756.10 6292.44 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  15.96 -1.00 -1.00 -1.00 |  333.50 6104.00 310.50 1018.00 357.50 635.00
984 211 1 8.00 |  1 2 799.00 3756.10 6292.44 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.72 -1.00 -1.00 -1.00 |  337.50 7128.00 314.50 2105.00 361.50 419.00
987 211 1 12.00 |  1 2 799.00 3756.10 6292.44 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.60 -1.00 -1.00 -1.00 |  341.50 6010.00 317.50 3460.00 364.50 196.00
990 211 1 16.00 |  1 2 799.00 3756.10 6292.44 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.67 -1.00 -1.00 -1.00 |  321.50 5086.00 345.50 4376.00 298.50 128.00
993 211 1 20.00 |  1 2 799.00 3756.10 6292.44 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.01 -1.00 -1.00 -1.00 |  325.50 6409.00 348.50 2921.00 301.50 247.00
996 211 1 24.00 |  1 2 799.00 3756.10 6292.44 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.21 -1.00 -1.00 -1.00 |  329.50 7312.00 352.50 1672.00 305.50 505.00
999 211 1 0.00 |  1 2 788.00 3704.39 4686.46 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.05 -1.00 -1.00 -1.00 |  330.50 6976.00 306.50 1385.00 353.50 912.00
1003 211 1 4.00 |  1 2 788.00 3704.39 4686.46 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.69 -1.00 -1.00 -1.00 |  333.50 6178.00 310.50 2328.00 357.50 466.00
1006 211 1 8.00 |  1 2 788.00 3704.39 4686.46 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.96 -1.00 -1.00 -1.00 |  337.50 4675.00 313.50 3324.00 361.50 191.00
1009 211 1 12.00 |  1 2 788.00 3704.39 4686.46 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.44 -1.00 -1.00 -1.00 |  317.50 4477.00 341.50 3503.00 293.50 166.00
1012 211 1 16.00 |  1 2 788.00 3704.39 4686.46 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.11 -1.00 -1.00 -1.00 |  321.50 5633.00 345.50 2422.00 297.50 334.00
1015 211 1 20.00 |  1 2 788.00 3704.39 4686.46 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.92 -1.00 -1.00 -1.00 |  325.50 6182.00 348.50 1539.00 301.50 571.00
1018 211 1 24.00 |  1 2 788.00 3704.39 4686.46 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.26 -1.00 -1.00 -1.00 |  328.50 6330.00 305.50 1093.00 352.50 856.00
1021 211 1 0.00 |  1 2 777.00 3652.68 3490.37 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  14.89 -1.00 -1.00 -1.00 |  330.50 5296.00 306.50 2334.00 353.50 475.00
1024 211 1 4.00 |  1 2 777.00 3652.68 3490.37 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  14.43 -1.00 -1.00 -1.00 |  333.50 4539.00 310.50 3207.00 357.50 262.00
1027 211 1 8.00 |  1 2 777.00 3652.68 3490.37 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  14.48 -1.00 -1.00 -1.00 |  314.50 4648.00 337.50 3195.00 290.50 253.00
1030 211 1 12.00 |  1 2 777.00 3652.68 3490.37 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.67 -1.00 -1.00 -1.00 |  317.50 5399.00 341.50 2389.00 293.50 390.00
1033 211 1 16.00 |  1 2 777.00 3652.68 3490.37 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.69 -1.00 -1.00 -1.00 |  321.50 5816.00 344.50 1542.00 297.50 778.00
1036 211 1 20.00 |  1 2 777.00 3652.68 3490.37 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.90 -1.00 -1.00 -1.00 |  325.50 6049.00 301.50 1207.00 348.50 958.00
1039 211 1 24.00 |  1 2 777.00 3652.68 3490.37 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  14.99 -1.00 -1.00 -1.00 |  328.50 5560.00 305.50 2009.00 352.50 539.00
1043 13 1 0.00 |  1 2 820.00 3854.82 11044.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.75 -1.00 -1.00 -1.00 |  330.50 6162.00 353.50 3510.00 306.50 82.00
1046 13 1 4.00 |  1 2 820.00 3854.82 11044.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.63 -1.00 -1.00 -1.00 |  333.50 7502.00 357.50 2099.00 310.50 186.00
1049 13 1 8.00 |  1 2 820.00 3854.82 11044.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  8.51 -1.00 -1.00 -1.00 |  337.50 8487.00 361.50 855.00 313.50 441.00
1052 13 1 12.00 |  1 2 820.00 3854.82 11044.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  8.54 -1.00 -1.00 -1.00 |  341.50 8448.00 317.50 1024.00 364.50 300.00
1055 13 1 16.00 |  1 2 820.00 3854.82 11044.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.16 -1.00 -1.00 -1.00 |  345.50 7663.00 321.50 2040.00 368.50 79.00
1058 13 1 20.00 |  1 2 820.00 3854.82 11044.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.64 -1.00 -1.00 -1.00 |  348.50 6156.00 325.50 3584.00 301.50 44.00
1061 13 1 24.00 |  1 2 820.00 3854.82 11044.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.12 -1.00 -1.00 -1.00 |  329.50 5536.00 352.50 4177.00 305.50 74.00
1064 13 1 16.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  7.81 -1.00 -1.00 -1.00 |  345.50 8644.00 321.50 1016.00 368.50 138.00
1067 13 1 20.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  9.93 -1.00 -1.00 -1.00 |  348.50 7721.00 325.50 2045.00 301.50 34.00
1070 13 1 24.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.71 -1.00 -1.00 -1.00 |  352.50 6003.00 329.50 3754.00 305.50 43.00
1073 13 1 0.00 |  1 2 809.00 3803.11 8225.43 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.30 -1.00 -1.00 -1.00 |  330.50 6955.00 353.50 2645.00 306.50 200.00
1076 13 1 4.00 |  1 2 809.00 3803.11 8225.43 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.33 -1.00 -1.00 -1.00 |  333.50 2329.00 357.50 480.00 310.50 125.00
1079 13 1 8.00 |  1 2 809.00 3803.11 8225.43 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  9.23 -1.00 -1.00 -1.00 |  337.50 2501.00 313.50 253.00 360.50 178.00
1082 13 1 12.00 |  1 2 809.00 3803.11 8225.43 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.29 -1.00 -1.00 -1.00 |  341.50 2328.00 317.50 533.00 364.50 74.00
1085 13 1 16.00 |  1 2 809.00 3803.11 8225.43 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.50 -1.00 -1.00 -1.00 |  344.50 1956.00 321.50 951.00 368.50 16.00
1088 13 1 20.00 |  1 2 809.00 3803.11 8225.43 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.24 -1.00 -1.00 -1.00 |  325.50 1486.00 348.50 1420.00 301.50 26.00
1091 13 1 24.00 |  1 2 809.00 3803.11 8225.43 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.80 -1.00 -1.00 -1.00 |  328.50 1956.00 352.50 934.00 305.50 51.00
1094 13 1 16.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  7.71 -1.00 -1.00 -1.00 |  345.50 2620.00 321.50 250.00 368.50 55.00
1097 13 1 20.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.09 -1.00 -1.00 -1.00 |  348.50 2281.00 325.50 641.00 372.50 9.00
1100 13 1 24.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.59 -1.00 -1.00 -1.00 |  352.50 1854.00 328.50 1078.00 305.50 10.00
1102 13 1 0.00 |  1 2 798.00 3751.40 6126.11 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.97 -1.00 -1.00 -1.00 |  330.50 2288.00 353.50 494.00 306.50 145.00
1105 13 1 4.00 |  1 2 798.00 3751.40 6126.11 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.42 -1.00 -1.00 -1.00 |  333.50 2278.00 310.50 305.00 357.50 240.00
1108 13 1 8.00 |  1 2 798.00 3751.40 6126.11 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.82 -1.00 -1.00 -1.00 |  337.50 2260.00 313.50 566.00 361.50 96.00
1111 13 1 12.00 |  1 2 798.00 3751.40 6126.11 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.11 -1.00 -1.00 -1.00 |  341.50 1888.00 317.50 976.00 364.50 52.00
1114 13 1 16.00 |  1 2 798.00 3751.40 6126.11 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.52 -1.00 -1.00 -1.00 |  344.50 1490.00 321.50 1398.00 297.50 28.00
1117 13 1 20.00 |  1 2 798.00 3751.40 6126.11 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.10 -1.00 -1.00 -1.00 |  325.50 1882.00 348.50 1003.00 301.50 55.00
1120 13 1 24.00 |  1 2 798.00 3751.40 6126.11 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.25 -1.00 -1.00 -1.00 |  328.50 2209.00 352.50 607.00 305.50 111.00
1130 13 1 0.00 |  1 2 788.00 3704.39 4686.46 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.96 -1.00 -1.00 -1.00 |  329.50 2305.00 306.50 314.00 353.50 296.00
1133 13 1 4.00 |  1 2 788.00 3704.39 4686.46 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.87 -1.00 -1.00 -1.00 |  333.50 2144.00 310.50 582.00 357.50 185.00
1136 13 1 8.00 |  1 2 788.00 3704.39 4686.46 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.30 -1.00 -1.00 -1.00 |  337.50 1894.00 313.50 952.00 361.50 61.00
1139 13 1 12.00 |  1 2 788.00 3704.39 4686.46 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.88 -1.00 -1.00 -1.00 |  341.50 1477.00 317.50 1402.00 293.50 41.00
1142 13 1 16.00 |  1 2 788.00 3704.39 4686.46 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.47 -1.00 -1.00 -1.00 |  321.50 1791.00 344.50 1073.00 297.50 67.00
1145 13 1 20.00 |  1 2 788.00 3704.39 4686.46 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.61 -1.00 -1.00 -1.00 |  325.50 2158.00 348.50 601.00 301.50 157.00
1148 13 1 24.00 |  1 2 788.00 3704.39 4686.46 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.85 -1.00 -1.00 -1.00 |  328.50 2323.00 352.50 335.00 305.50 280.00
1151 13 1 0.00 |  1 2 777.00 3652.68 3490.37 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  13.14 -1.00 -1.00 -1.00 |  329.50 1979.00 306.50 680.00 353.50 209.00
1175 13 0 -1.00 |  1 2 693.00 3257.79 367.80 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  19.55 19.84 18.44 18.17 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1178 13 0 -1.00 |  1 2 715.00 3361.22 663.08 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  17.48 17.37 15.76 15.92 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1181 13 0 -1.00 |  1 2 735.00 3455.24 1133.04 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  16.12 15.81 14.04 14.41 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1184 13 0 -1.00 |  1 2 756.00 3553.96 1988.65 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  15.05 14.80 12.90 13.21 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1187 13 0 -1.00 |  1 2 777.00 3652.68 3490.37 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  12.92 12.56 10.24 10.71 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1190 13 0 -1.00 |  1 2 788.00 3704.39 4686.46 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  12.05 11.83 9.33 9.66 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1193 13 0 -1.00 |  1 2 798.00 3751.40 6126.11 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  11.51 11.27 8.68 8.97 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1196 13 0 -1.00 |  1 2 809.00 3803.11 8225.43 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  11.06 10.78 7.99 8.38 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1199 13 0 -1.00 |  1 2 819.00 3850.12 10752.24 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  10.41 10.22 7.22 7.51 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1202 13 0 -1.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  10.03 9.58 6.39 6.97 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1205 13 0 -1.00 |  1 2 840.00 3948.84 18871.74 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  9.82 9.42 6.07 6.66 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
1218 13 1 16.00 |  1 2 778.00 3657.38 3585.13 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  12.31 -1.00 -1.00 -1.00 |  321.50 7048.00 344.50 1623.00 297.50 954.00
1221 13 1 21.00 |  1 2 788.00 3704.39 4686.46 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  11.40 -1.00 -1.00 -1.00 |  325.50 7522.00 349.50 1340.00 301.50 858.00
1224 13 1 25.00 |  1 2 799.00 3756.10 6292.44 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  10.42 -1.00 -1.00 -1.00 |  330.50 7889.00 353.50 1121.00 306.50 754.00
1227 13 1 29.00 |  1 2 810.00 3807.81 8448.76 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  9.69 -1.00 -1.00 -1.00 |  333.50 8167.00 357.50 913.00 310.50 702.00
1230 13 1 33.00 |  1 2 820.00 3854.82 11044.15 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  8.49 -1.00 -1.00 -1.00 |  337.50 8523.00 314.50 650.00 361.50 612.00
1233 13 1 37.00 |  1 2 830.00 3901.83 14436.85 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  7.27 -1.00 -1.00 -1.00 |  341.50 8839.00 317.50 616.00 364.50 315.00
1236 13 1 8.00 |  1 2 694.00 3262.49 377.79 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  19.09 -1.00 -1.00 -1.00 |  290.50 353.00 313.50 269.00 266.50 114.00
1239 13 1 16.00 |  1 2 715.00 3361.22 663.08 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  17.18 -1.00 -1.00 -1.00 |  298.50 1381.00 322.50 587.00 274.50 469.00
1242 13 1 25.00 |  1 2 736.00 3459.94 1163.80 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  15.98 -1.00 -1.00 -1.00 |  305.50 3639.00 282.50 1327.00 329.50 1049.00
1245 13 1 8.00 |  1 2 757.00 3558.66 2042.64 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 1 -1 1.20 |  14.21 -1.00 -1.00 -1.00 |  313.50 5961.00 290.50 1463.00 337.50 1412.00
1486 13 0 -1.00 |  8 2 820.00 3854.82 12613.51 45.00 15.00 40.00 | -1 -1 -1 -1 -1 75 4 -1 1.20 |  9.55 9.23 5.88 6.26 |  -1.00 -1.00 -1.00 -1.00 -1.00 -1.00
